exp_id,word,word_understand,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff
585,stop,1,1,1,631,631.0,157.75,631,1,1
585,its,1,0,0,0,0.0,0.0,-631,-1,-1
585,attacks,1,1,1,232,116.0,33.142857142857146,232,1,1
585,against,1,1,2,570,570.0,81.42857142857143,338,1,0
585,government,1,0,0,0,0.0,0.0,-570,-2,-1
585,forces,1,1,1,477,477.0,79.5,477,1,1
585,to,1,0,0,0,0.0,0.0,-477,-1,-1
585,help,1,2,3,908,908.0,227.0,908,3,2
585,ceasefire,1,0,0,0,0.0,0.0,-908,-3,-2
585,talks,1,0,0,0,0.0,0.0,0,0,0
585,The,1,0,0,0,0.0,0.0,0,0,0
585,Colombian,1,1,1,206,103.0,22.88888888888889,206,1,1
585,president,1,0,0,0,0.0,0.0,-206,-1,-1
585,Gustavo,1,0,0,0,0.0,0.0,0,0,0
585,Petro,1,1,2,630,630.0,126.0,630,2,1
585,a,1,0,0,0,0.0,0.0,-630,-2,-1
585,former,1,0,0,0,0.0,0.0,0,0,0
585,guerrilla,0,1,1,1100,366.6666666666667,122.22222222222223,1100,1,1
585,fighter,1,0,0,0,0.0,0.0,-1100,-1,-1
585,took,1,0,0,0,0.0,0.0,0,0,0
585,office,1,0,0,0,0.0,0.0,0,0,0
585,last,1,1,1,222,222.0,55.5,222,1,1
585,month,1,1,4,2232,2232.0,446.4,2010,3,0
585,promising,1,2,3,1002,501.0,111.33333333333333,-1230,-1,1
585,to,1,1,1,236,236.0,118.0,-766,-2,-1
585,fully,1,0,0,0,0.0,0.0,-236,-1,-1
585,implement,1,1,1,633,211.0,70.33333333333333,633,1,1
585,the,1,1,2,670,670.0,223.33333333333334,37,1,0
585,2016,1,1,1,218,218.0,54.5,-452,-1,0
585,deal,1,1,1,216,216.0,54.0,-2,0,0
585,and,1,1,1,1001,1001.0,333.6666666666667,785,0,0
585,reach,1,1,1,208,208.0,41.6,-793,0,0
585,a,1,0,0,0,0.0,0.0,-208,-1,-1
585,settlement,1,1,3,1074,358.0,107.4,1074,3,1
585,with,1,0,0,0,0.0,0.0,-1074,-3,-1
585,all,1,1,1,243,243.0,81.0,243,1,1
585,armed,1,1,1,303,303.0,60.6,60,0,0
585,groups,1,2,2,539,539.0,89.83333333333333,236,1,1
585,The,1,0,0,0,0.0,0.0,-539,-2,-2
585,world's,1,1,4,1460,1460.0,208.57142857142858,1460,4,1
585,longest,1,2,2,606,303.0,86.57142857142857,-854,-2,1
585,ruling,1,1,2,585,292.5,97.5,-21,0,-1
585,head,1,0,0,0,0.0,0.0,-585,-2,-1
585,of,1,0,0,0,0.0,0.0,0,0,0
585,state,1,1,3,750,750.0,150.0,750,3,1
585,Present,1,1,1,425,425.0,60.714285714285715,-325,-2,0
585,Teodoro,1,1,1,211,211.0,30.142857142857142,-214,0,0
585,Obiang,1,1,1,205,205.0,34.166666666666664,-6,0,0
585,of,1,0,0,0,0.0,0.0,-205,-1,-1
585,Equatorial,1,1,1,204,51.0,20.4,204,1,1
585,Guinea,1,1,3,1351,1351.0,225.16666666666666,1147,2,0
585,will,1,0,0,0,0.0,0.0,-1351,-3,-1
585,run,1,0,0,0,0.0,0.0,0,0,0
585,for,1,0,0,0,0.0,0.0,0,0,0
585,office,1,1,3,1483,741.5,247.16666666666666,1483,3,1
585,again,1,1,3,1727,1727.0,345.4,244,0,0
585,in,1,1,1,203,203.0,101.5,-1524,-2,0
585,elections,1,1,4,1808,904.0,200.88888888888889,1605,3,0
585,due,1,0,0,0,0.0,0.0,-1808,-4,-1
585,to,1,1,1,234,234.0,117.0,234,1,1
585,be,1,1,1,477,477.0,238.5,243,0,0
585,held,1,0,0,0,0.0,0.0,-477,-1,-1
585,in,1,0,0,0,0.0,0.0,0,0,0
585,November,1,1,1,282,94.0,35.25,282,1,1
585,His,1,0,0,0,0.0,0.0,-282,-1,-1
585,son,1,1,1,299,299.0,99.66666666666667,299,1,1
585,vice,1,1,2,628,628.0,157.0,329,1,0
585,president,1,1,1,204,68.0,22.666666666666668,-424,-1,0
585,Teodoro,1,0,0,0,0.0,0.0,-204,-1,-1
585,Nguema,1,1,1,210,105.0,35.0,210,1,1
585,Obiang,1,1,1,307,307.0,51.166666666666664,97,0,0
585,Mangue,1,0,0,0,0.0,0.0,-307,-1,-1
585,said,1,0,0,0,0.0,0.0,0,0,0
585,that,1,1,1,279,279.0,69.75,279,1,1
585,his,1,0,0,0,0.0,0.0,-279,-1,-1
585,father,1,1,1,208,104.0,34.666666666666664,208,1,1
585,had,1,1,1,354,354.0,118.0,146,0,0
585,been,1,1,1,271,271.0,67.75,-83,0,0
585,nominated,0,1,2,841,210.25,93.44444444444444,570,1,0
585,due,1,0,0,0,0.0,0.0,-841,-2,-1
585,to,1,0,0,0,0.0,0.0,0,0,0
585,his,1,1,1,200,200.0,66.66666666666667,200,1,1
585,charisma,0,1,4,1745,872.5,218.125,1545,3,0
585,leadership,1,2,2,466,155.33333333333334,46.6,-1279,-2,1
585,and,1,1,1,220,220.0,73.33333333333333,-246,-1,-1
585,political,1,2,4,1709,427.25,189.88888888888889,1489,3,1
585,experience,1,1,2,1065,266.25,106.5,-644,-2,-1
585,And,1,0,0,0,0.0,0.0,-1065,-2,-1
585,the,1,1,1,733,733.0,244.33333333333334,733,1,1
585,former,1,0,0,0,0.0,0.0,-733,-1,-1
585,tennis,1,1,1,431,215.5,71.83333333333333,431,1,1
585,men's,1,1,1,258,258.0,51.6,-173,0,0
585,world,1,1,1,318,318.0,63.6,60,0,0
585,number,1,1,1,212,106.0,35.333333333333336,-106,0,0
585,one,1,0,0,0,0.0,0.0,-212,-1,-1
585,Roger,1,0,0,0,0.0,0.0,0,0,0
585,Federer,1,0,0,0,0.0,0.0,0,0,0
585,has,1,1,1,351,351.0,117.0,351,1,1
585,bade,1,1,1,531,531.0,132.75,180,0,0
585,a,1,1,1,258,258.0,258.0,-273,0,0
585,tearful,0,2,3,1140,570.0,162.85714285714286,882,2,1
585,farewell,1,1,1,398,398.0,49.75,-742,-2,-1
585,to,1,0,0,0,0.0,0.0,-398,-1,-1
585,the,1,0,0,0,0.0,0.0,0,0,0
585,sport,1,1,2,964,964.0,192.8,964,2,1
585,The,1,1,1,541,541.0,180.33333333333334,-423,-1,0
585,Swiss,1,1,1,241,241.0,48.2,-300,0,0
585,player,1,1,2,973,486.5,162.16666666666666,732,1,0
585,joined,1,1,2,842,842.0,140.33333333333334,-131,0,0
585,forces,1,0,0,0,0.0,0.0,-842,-2,-1
585,with,1,1,1,465,465.0,116.25,465,1,1
585,his,1,1,1,207,207.0,69.0,-258,0,0
585,former,1,2,2,1073,536.5,178.83333333333334,866,1,1
585,rival,1,1,1,820,410.0,164.0,-253,-1,-1
585,Rafael,1,0,0,0,0.0,0.0,-820,-1,-1
585,Nadal,1,0,0,0,0.0,0.0,0,0,0
585,for,1,0,0,0,0.0,0.0,0,0,0
585,a,1,0,0,0,0.0,0.0,0,0,0
585,doubles,1,1,2,452,226.0,64.57142857142857,452,2,1
585,match,1,1,1,398,398.0,79.6,-54,-1,0
585,in,1,0,0,0,0.0,0.0,-398,-1,-1
585,the,1,0,0,0,0.0,0.0,0,0,0
585,Laver,1,1,2,561,561.0,112.2,561,2,1
585,Cup,1,0,0,0,0.0,0.0,-561,-2,-1
585,in,1,0,0,0,0.0,0.0,0,0,0
585,London,1,0,0,0,0.0,0.0,0,0,0
585,Russell,1,1,1,530,265.0,75.71428571428571,530,1,1
585,Fuller,1,1,1,265,265.0,44.166666666666664,-265,0,0
585,was,1,2,2,1178,1178.0,392.6666666666667,913,1,1
585,watching,1,2,2,496,248.0,62.0,-682,0,0
585,There,1,0,0,0,0.0,0.0,-496,-2,-2
585,was,1,1,1,215,215.0,71.66666666666667,215,1,1
585,one,1,0,0,0,0.0,0.0,-215,-1,-1
585,fleeting,1,0,0,0,0.0,0.0,0,0,0
585,match,1,0,0,0,0.0,0.0,0,0,0
585,point,1,2,3,731,731.0,146.2,731,3,2
585,on,1,0,0,0,0.0,0.0,-731,-3,-2
585,Roger,1,1,1,303,303.0,60.6,303,1,1
585,Federer's,1,1,1,508,169.33333333333334,56.44444444444444,205,0,0
585,serve,1,1,1,206,206.0,41.2,-302,0,0
585,but,1,1,1,546,546.0,182.0,340,0,0
585,it,1,0,0,0,0.0,0.0,-546,-1,-1
585,was,1,1,1,210,210.0,70.0,210,1,1
585,the,1,0,0,0,0.0,0.0,-210,-1,-1
585,Americans,1,1,1,580,193.33333333333334,64.44444444444444,580,1,1
585,representing,1,1,1,245,61.25,20.416666666666668,-335,0,0
585,Team,1,1,1,437,437.0,109.25,192,0,0
585,World,1,0,0,0,0.0,0.0,-437,-1,-1
585,who,1,0,0,0,0.0,0.0,0,0,0
585,won,1,1,1,347,347.0,115.66666666666667,347,1,1
585,the,1,0,0,0,0.0,0.0,-347,-1,-1
585,final,1,0,0,0,0.0,0.0,0,0,0
585,point,1,1,2,725,725.0,145.0,725,2,1
585,Sympathetic,1,2,3,1468,367.0,133.45454545454547,743,1,1
585,applause,1,2,2,619,309.5,77.375,-849,-1,0
585,soon,1,1,2,478,478.0,119.5,-141,0,-1
585,made,1,1,1,382,382.0,95.5,-96,-1,0
585,way,1,1,2,802,802.0,267.3333333333333,420,1,0
585,for,1,0,0,0,0.0,0.0,-802,-2,-1
585,loud,1,0,0,0,0.0,0.0,0,0,0
585,cheers,1,1,1,792,792.0,132.0,792,1,1
585,as,1,1,1,200,200.0,100.0,-592,0,0
585,Federal,1,0,0,0,0.0,0.0,-200,-1,-1
585,hugged,1,1,2,1004,1004.0,167.33333333333334,1004,2,1
585,European,1,1,1,246,82.0,30.75,-758,-1,0
585,teammates,1,1,2,591,295.5,65.66666666666667,345,1,0
585,like,1,0,0,0,0.0,0.0,-591,-2,-1
585,Novak,1,0,0,0,0.0,0.0,0,0,0
585,Djokovic,1,0,0,0,0.0,0.0,0,0,0
585,and,1,0,0,0,0.0,0.0,0,0,0
585,Andy,1,0,0,0,0.0,0.0,0,0,0
585,Murray,1,0,0,0,0.0,0.0,0,0,0
585,And,1,0,0,0,0.0,0.0,0,0,0
585,both,1,1,2,1011,1011.0,252.75,1011,2,1
585,he,1,0,0,0,0.0,0.0,-1011,-2,-1
585,and,1,1,2,471,471.0,157.0,471,2,1
585,Nadal,1,0,0,0,0.0,0.0,-471,-2,-1
585,were,1,1,2,451,451.0,112.75,451,2,1
585,in,1,0,0,0,0.0,0.0,-451,-2,-1
585,tears,1,0,0,0,0.0,0.0,0,0,0
585,as,1,2,2,434,434.0,217.0,434,2,2
585,they,1,2,2,418,418.0,104.5,-16,0,0
585,watched,1,1,2,889,889.0,127.0,471,0,-1
585,a,1,0,0,0,0.0,0.0,-889,-2,-1
585,tribute,1,0,0,0,0.0,0.0,0,0,0
585,video,1,1,2,610,610.0,122.0,610,2,1
585,on,1,1,1,339,339.0,169.5,-271,-1,0
585,the,1,0,0,0,0.0,0.0,-339,-1,-1
585,big,1,1,1,445,445.0,148.33333333333334,445,1,1
585,screen,1,0,0,0,0.0,0.0,-445,-1,-1
585,More,1,0,0,0,0.0,0.0,0,0,0
585,tears,1,0,0,0,0.0,0.0,0,0,0
585,followed,1,0,0,0,0.0,0.0,0,0,0
585,as,1,0,0,0,0.0,0.0,0,0,0
585,Jim,1,0,0,0,0.0,0.0,0,0,0
585,Courier,1,1,1,220,110.0,31.428571428571427,220,1,1
585,asked,1,1,1,384,384.0,76.8,164,0,0
585,Federer,1,1,1,312,104.0,44.57142857142857,-72,0,0
585,about,1,1,1,205,205.0,41.0,-107,0,0
585,the,1,0,0,0,0.0,0.0,-205,-1,-1
585,decades,1,0,0,0,0.0,0.0,0,0,0
585,of,1,0,0,0,0.0,0.0,0,0,0
585,support,1,0,0,0,0.0,0.0,0,0,0
585,from,1,0,0,0,0.0,0.0,0,0,0
585,his,1,1,1,269,269.0,89.66666666666667,269,1,1
585,family,1,1,1,1185,395.0,197.5,916,0,0
585,His,1,0,0,0,0.0,0.0,-1185,-1,-1
585,parents,1,0,0,0,0.0,0.0,0,0,0
585,wife,1,0,0,0,0.0,0.0,0,0,0
585,and,1,0,0,0,0.0,0.0,0,0,0
585,both,1,0,0,0,0.0,0.0,0,0,0
585,sets,1,0,0,0,0.0,0.0,0,0,0
585,of,1,0,0,0,0.0,0.0,0,0,0
585,twins,1,0,0,0,0.0,0.0,0,0,0
585,were,1,0,0,0,0.0,0.0,0,0,0
585,present,1,0,0,0,0.0,0.0,0,0,0
585,in,1,0,0,0,0.0,0.0,0,0,0
585,the,1,0,0,0,0.0,0.0,0,0,0
585,city,1,0,0,0,0.0,0.0,0,0,0
585,which,1,0,0,0,0.0,0.0,0,0,0
585,has,1,0,0,0,0.0,0.0,0,0,0
585,witnessed,1,0,0,0,0.0,0.0,0,0,0
585,so,1,0,0,0,0.0,0.0,0,0,0
585,much,1,0,0,0,0.0,0.0,0,0,0
585,of,1,0,0,0,0.0,0.0,0,0,0
585,his,1,0,0,0,0.0,0.0,0,0,0
585,success,1,0,0,0,0.0,0.0,0,0,0
585,Live,1,0,0,0,0.0,0.0,0,0,0
585,from,1,0,0,0,0.0,0.0,0,0,0
585,London,1,0,0,0,0.0,0.0,0,0,0
590,Canada's,1,4,8,3334,3334.0,416.75,0,0,0
590,emergency,1,3,3,940,313.3333333333333,104.44444444444444,-2394,-5,-1
590,preparedness,0,3,5,1676,558.6666666666666,139.66666666666666,736,2,0
590,minister,1,0,0,0,0.0,0.0,-1676,-5,-3
590,Bill,1,0,0,0,0.0,0.0,0,0,0
590,Blair,1,0,0,0,0.0,0.0,0,0,0
590,said,1,1,1,209,209.0,52.25,209,1,1
590,it,1,1,2,867,867.0,433.5,658,1,0
590,will,1,1,3,1707,1707.0,426.75,840,1,0
590,take,1,0,0,0,0.0,0.0,-1707,-3,-1
590,several,1,0,0,0,0.0,0.0,0,0,0
590,months,1,1,2,1029,1029.0,171.5,1029,2,1
590,to,1,1,1,351,351.0,175.5,-678,-1,0
590,restore,1,0,0,0,0.0,0.0,-351,-1,-1
590,some,1,0,0,0,0.0,0.0,0,0,0
590,of,1,1,1,606,606.0,303.0,606,1,1
590,the,1,0,0,0,0.0,0.0,-606,-1,-1
590,damage,1,0,0,0,0.0,0.0,0,0,0
590,inflicted,1,1,2,1048,349.3333333333333,116.44444444444444,1048,2,1
590,by,1,0,0,0,0.0,0.0,-1048,-2,-1
590,Tropical,1,1,1,232,77.33333333333333,29.0,232,1,1
590,Storm,1,1,1,279,279.0,55.8,47,0,0
590,Fiona,1,1,1,233,233.0,46.6,-46,0,0
590,The,1,1,1,364,364.0,121.33333333333333,131,0,0
590,storm,1,1,1,269,269.0,53.8,-95,0,0
590,lashed,0,2,5,1543,1543.0,257.1666666666667,1274,4,1
590,the,1,0,0,0,0.0,0.0,-1543,-5,-2
590,Atlantic,1,1,2,1266,633.0,158.25,1266,2,1
590,coast,1,1,1,535,535.0,107.0,-731,-1,0
590,of,1,1,1,417,417.0,208.5,-118,0,0
590,Canada,1,1,1,226,113.0,37.666666666666664,-191,0,0
590,at,1,1,1,203,203.0,101.5,-23,0,0
590,the,1,0,0,0,0.0,0.0,-203,-1,-1
590,weekend,1,0,0,0,0.0,0.0,0,0,0
590,bringing,1,1,1,360,180.0,45.0,360,1,1
590,with,1,0,0,0,0.0,0.0,-360,-1,-1
590,it,1,0,0,0,0.0,0.0,0,0,0
590,winds,1,2,2,500,500.0,100.0,500,2,2
590,of,1,0,0,0,0.0,0.0,-500,-2,-2
590,up,1,1,3,859,859.0,429.5,859,3,1
590,to,1,0,0,0,0.0,0.0,-859,-3,-1
590,170,1,0,0,0,0.0,0.0,0,0,0
590,kilometres,1,1,1,966,322.0,96.6,966,1,1
590,an,1,1,1,410,410.0,205.0,-556,0,0
590,hour,1,1,1,261,261.0,65.25,-149,0,0
590,Houses,1,2,2,691,345.5,115.16666666666667,430,1,1
590,along,1,1,1,202,202.0,40.4,-489,-1,-1
590,the,1,0,0,0,0.0,0.0,-202,-1,-1
590,coast,1,0,0,0,0.0,0.0,0,0,0
590,were,1,2,2,513,513.0,128.25,513,2,2
590,destroyed,1,1,2,1004,502.0,111.55555555555556,491,0,-1
590,trees,1,2,2,758,758.0,151.6,-246,0,1
590,uprooted,0,2,2,653,217.66666666666666,81.625,-105,0,0
590,and,1,0,0,0,0.0,0.0,-653,-2,-2
590,power,1,1,1,299,149.5,59.8,299,1,1
590,knocked,1,1,1,694,694.0,99.14285714285714,395,0,0
590,out,1,1,1,382,382.0,127.33333333333333,-312,0,0
590,The,1,0,0,0,0.0,0.0,-382,-1,-1
590,value,1,1,2,414,207.0,82.8,414,2,1
590,of,1,0,0,0,0.0,0.0,-414,-2,-1
590,the,1,1,2,1311,1311.0,437.0,1311,2,1
590,British,1,2,4,1786,1786.0,255.14285714285714,475,2,1
590,pound,1,2,2,440,440.0,88.0,-1346,-2,0
590,has,1,1,1,307,307.0,102.33333333333333,-133,-1,-1
590,slumped,1,1,1,486,486.0,69.42857142857143,179,0,0
590,to,1,0,0,0,0.0,0.0,-486,-1,-1
590,an,1,0,0,0,0.0,0.0,0,0,0
590,all-time,1,1,2,522,261.0,65.25,522,2,1
590,low,1,0,0,0,0.0,0.0,-522,-2,-1
590,against,1,1,1,227,227.0,32.42857142857143,227,1,1
590,the,1,1,1,258,258.0,86.0,31,0,0
590,dollar,1,0,0,0,0.0,0.0,-258,-1,-1
590,It,1,0,0,0,0.0,0.0,0,0,0
590,dropped,1,1,1,217,217.0,31.0,217,1,1
590,by,1,1,1,541,541.0,270.5,324,0,0
590,four,1,1,1,402,402.0,100.5,-139,0,0
590,percent,1,0,0,0,0.0,0.0,-402,-1,-1
590,in,1,1,1,398,398.0,199.0,398,1,1
590,early,1,0,0,0,0.0,0.0,-398,-1,-1
590,trading,1,1,2,680,340.0,97.14285714285714,680,2,1
590,and,1,0,0,0,0.0,0.0,-680,-2,-1
590,is,1,0,0,0,0.0,0.0,0,0,0
590,now,1,0,0,0,0.0,0.0,0,0,0
590,worth,1,1,1,234,234.0,46.8,234,1,1
590,around,1,1,1,235,235.0,39.166666666666664,1,0,0
590,one,1,1,1,319,319.0,106.33333333333333,84,0,0
590,dollar,1,1,1,346,173.0,57.666666666666664,27,0,0
590,and,1,1,1,575,575.0,191.66666666666666,229,0,0
590,five,1,0,0,0,0.0,0.0,-575,-1,-1
590,cents,1,1,2,806,806.0,161.2,806,2,1
590,The,1,1,1,903,903.0,301.0,97,-1,0
590,fall,1,3,4,1100,1100.0,275.0,197,3,2
590,follows,1,1,1,223,111.5,31.857142857142858,-877,-3,-2
590,a,1,3,3,1059,1059.0,1059.0,836,2,2
590,frosty,0,1,1,514,514.0,85.66666666666667,-545,-2,-2
590,reception,0,2,5,2970,990.0,330.0,2456,4,1
590,by,1,0,0,0,0.0,0.0,-2970,-5,-2
590,the,1,0,0,0,0.0,0.0,0,0,0
590,markets,1,1,2,644,322.0,92.0,644,2,1
590,to,1,0,0,0,0.0,0.0,-644,-2,-1
590,the,1,0,0,0,0.0,0.0,0,0,0
590,UK,1,0,0,0,0.0,0.0,0,0,0
590,government's,1,1,1,208,69.33333333333333,17.333333333333332,208,1,1
590,announcement,0,2,8,2343,781.0,195.25,2135,7,1
590,last,1,0,0,0,0.0,0.0,-2343,-8,-2
590,week,1,0,0,0,0.0,0.0,0,0,0
590,that,1,0,0,0,0.0,0.0,0,0,0
590,it,1,1,1,218,218.0,109.0,218,1,1
590,will,1,1,1,899,899.0,224.75,681,0,0
590,cut,1,1,1,367,367.0,122.33333333333333,-532,0,0
590,taxes,1,1,1,208,104.0,41.6,-159,0,0
590,and,1,0,0,0,0.0,0.0,-208,-1,-1
590,hugely,1,2,3,928,464.0,154.66666666666666,928,3,2
590,increase,1,6,7,2663,1331.5,332.875,1735,4,4
590,borrowing,0,2,2,1220,406.6666666666667,135.55555555555554,-1443,-5,-4
590,The,1,0,0,0,0.0,0.0,-1220,-2,-2
590,BBC's,1,1,1,1665,1665.0,333.0,1665,1,1
590,Suranjana,1,1,1,204,102.0,22.666666666666668,-1461,0,0
590,Tewari,1,0,0,0,0.0,0.0,-204,-1,-1
590,in,1,1,1,362,362.0,181.0,362,1,1
590,Singapore,1,0,0,0,0.0,0.0,-362,-1,-1
590,says,1,1,1,666,666.0,166.5,666,1,1
590,Asian,1,2,2,895,895.0,179.0,229,1,1
590,investors,1,2,4,1022,511.0,113.55555555555556,127,2,0
590,are,1,0,0,0,0.0,0.0,-1022,-4,-2
590,also,1,0,0,0,0.0,0.0,0,0,0
590,dumping,1,2,2,652,326.0,93.14285714285714,652,2,2
590,sterling,0,1,1,312,156.0,39.0,-340,-1,-1
590,and,1,1,1,751,751.0,250.33333333333334,439,0,0
590,other,1,3,4,1775,887.5,355.0,1024,3,2
590,currencies,1,2,2,474,158.0,47.4,-1301,-2,-1
590,because,1,1,1,202,101.0,28.857142857142858,-272,-1,-1
590,the,1,0,0,0,0.0,0.0,-202,-1,-1
590,US,1,0,0,0,0.0,0.0,0,0,0
590,Federal,1,0,0,0,0.0,0.0,0,0,0
590,Reserve,1,2,2,669,334.5,95.57142857142857,669,2,2
590,has,1,0,0,0,0.0,0.0,-669,-2,-2
590,hiked,1,0,0,0,0.0,0.0,0,0,0
590,interest,1,2,2,693,231.0,86.625,693,2,2
590,rates,1,0,0,0,0.0,0.0,-693,-2,-2
590,so,1,1,1,211,211.0,105.5,211,1,1
590,quickly,1,1,1,739,369.5,105.57142857142857,528,0,0
590,to,1,0,0,0,0.0,0.0,-739,-1,-1
590,fight,1,0,0,0,0.0,0.0,0,0,0
